,date,store,impressions,clicks,total cost,revenue_channel_1,revenue_channel_2,revenue_channel_3,revenue_channel_other
2895,2019-02-20,Store A,386655,9868,4113.5599999999995,13360.64,6896.58,1286.5,5039.81
2896,2020-06-14,Store B,144565,7774,5796.68,14412.27,1446.24,870.54,992.4
2897,2021-01-24,Store D,33286,1961,1725.73,1170.54,420.0,873.94,696.6499999999999
2898,2019-06-06,Store D,124961,2603,1880.96,465.85,420.0,675.8500000000001,420.0
2899,2020-05-19,Store D,237877,4753,2489.93,420.0,8353.75,420.0,420.0
2900,2019-08-27,Store D,206214,2898,1888.18,546.85,459.95,420.0,420.0
2901,2022-02-23,Store D,22789,1195,1341.39,4786.52,6401.57,714.83,4772.63
2902,2020-07-01,Store C,153618,2530,1647.7199999999998,7056.61,1195.3999999999999,420.0,649.9000000000001
2903,2020-09-13,Store B,110553,5745,4560.21,8841.8,655.75,849.7,978.6
2904,2019-01-12,Store A,468678,7621,3088.41,15161.87,3460.67,1307.1799999999998,2721.7700000000004
2905,2020-03-21,Store B,167221,6444,5499.139999999999,12939.619999999999,1137.4299999999998,1582.5700000000002,1558.37
2906,2019-04-30,Store C,64761,1510,1354.56,2402.38,1635.9300000000003,420.0,1021.0699999999999
2907,2019-06-11,Store B,84742,5257,3704.0700000000006,5466.16,823.1700000000001,618.78,680.3999999999999
2908,2019-06-24,Store B,90076,5764,4086.4800000000005,6910.8,1226.1699999999998,731.4,1053.12
2909,2021-12-12,Store D,17347,846,1124.65,949.6500000000001,459.99,460.45000000000005,735.01
2910,2021-12-04,Store B,35484,2990,3846.05,6566.35,1015.34,989.5,1019.6000000000001
2911,2021-08-15,Store C,56290,936,1001.69,2519.73,635.89,420.0,519.9
2912,2022-01-13,Store D,25193,1077,1034.3,7479.85,3612.9399999999996,560.9000000000001,5514.790000000001
2913,2022-05-04,Store A,277401,6482,3692.32,15197.27,7964.07,684.8900000000001,936.79
2914,2021-02-12,Store D,24908,1727,1448.4300000000003,1255.23,875.3999999999999,420.0,1395.81
2915,2021-11-24,Store C,37723,791,888.46,1892.2399999999998,1514.4499999999998,513.9499999999999,635.0
2916,2021-05-16,Store B,47292,4602,5104.12,9636.0,984.23,999.49,601.8
2917,2021-05-17,Store A,329259,10964,5757.98,24109.67,13850.509999999998,1456.39,4219.67
2918,2021-03-24,Store A,372949,11860,5945.24,44800.76999999999,12887.029999999999,1605.68,2052.5
2919,2021-04-12,Store A,378070,12256,6479.56,32458.92,21889.12,622.84,6272.01
2920,2019-08-11,Store C,73224,1342,932.57,1925.2,905.8,449.95,420.0
2921,2020-08-02,Store C,123299,1918,1247.0700000000002,3487.66,1186.55,539.95,519.9
2922,2020-07-31,Store D,98533,2743,1809.15,420.0,640.7900000000001,420.0,442.95000000000005
2923,2020-05-30,Store B,133729,8097,5902.35,10857.4,1452.12,1231.1499999999999,1000.38
2924,2020-03-30,Store C,247284,2907,1762.5,4547.09,1050.49,519.95,469.95
2925,2020-03-15,Store C,117153,1619,1071.8300000000002,1669.24,717.6999999999999,420.0,420.0
2926,2019-11-10,Store D,97192,2029,1430.02,474.95,420.0,420.0,420.0
2927,2022-01-04,Store C,74118,1469,1428.1,2939.6799999999994,1476.71,510.75,1011.6499999999999
2928,2022-02-04,Store D,21502,1185,1177.3,5360.23,533.9,420.0,2762.95
2929,2022-03-31,Store C,48704,1048,1388.88,4710.4,973.5900000000001,420.0,774.4499999999999
2930,2021-06-19,Store D,32534,1371,1492.99,2961.36,537.8499999999999,769.3899999999999,1271.3500000000001
2931,2021-05-09,Store D,27092,1758,1985.27,2599.43,539.8900000000001,857.1299999999999,3478.6099999999997
2932,2020-08-24,Store B,129824,7728,5766.279999999999,10668.56,1424.03,673.6500000000001,1131.19
2933,2020-11-25,Store B,55597,5109,4720.23,8495.96,831.75,819.5,1015.68
2934,2022-05-05,Store D,28434,1358,1554.27,3835.7299999999996,1638.71,641.75,6994.44
2935,2022-06-28,Store D,15447,936,1055.8200000000002,6230.96,1183.8,754.95,6131.15
2936,2020-12-09,Store A,353709,10221,5289.41,31371.89,4143.92,1851.2799999999997,4487.41
2937,2022-07-31,Store C,27867,715,916.18,1856.71,799.79,420.0,420.0
2938,2020-01-05,Store B,123811,4832,3452.6400000000003,6461.9,953.12,1083.0800000000002,1189.1200000000001
2939,2020-01-24,Store A,406119,8497,3514.9699999999993,16837.53,2419.56,1362.56,1551.71
2940,2021-01-22,Store B,65589,5178,4679.65,8292.55,1337.23,613.6999999999999,1093.3500000000001
2941,2021-01-23,Store B,74847,6069,6156.1,10655.380000000001,1195.3400000000001,1036.4,1059.35
2942,2021-06-12,Store A,242188,7779,4092.32,17710.11,3698.66,1228.81,1708.54
2943,2019-05-30,Store D,117804,2674,2006.79,420.0,420.0,522.9,492.95000000000005
2944,2019-07-13,Store C,67698,1367,1042.02,2935.25,910.5500000000001,786.7,664.85
2945,2019-07-17,Store A,551854,11694,4840.08,26288.37,12123.44,989.51,5072.53
2946,2022-03-01,Store D,22257,1278,1473.77,4984.36,2504.16,555.89,7708.34
2947,2020-06-23,Store C,138339,2561,1644.8399999999997,4496.71,2228.51,2012.39,967.6
2948,2019-01-21,Store B,120037,6793,4941.03,7584.77,909.43,1023.5,1862.8199999999997
2949,2019-06-29,Store B,80771,5219,3648.09,6488.5599999999995,984.13,927.1000000000001,937.4
2950,2019-07-01,Store A,424378,11403,4865.1,30273.59,5596.26,784.79,3902.8499999999995
2951,2019-03-14,Store C,116801,1798,1294.73,4079.2799999999997,13278.25,888.75,4308.5
2952,2021-04-27,Store D,34471,2336,2096.1,3514.88,444.95,1349.0100000000002,5796.26
2953,2020-03-14,Store A,343591,10017,4445.58,17570.91,4048.47,1382.03,1639.51
2954,2021-04-11,Store B,60452,5764,6494.68,9214.09,793.7,922.5,587.6999999999999
2955,2021-10-10,Store C,49076,843,953.08,1319.0,603.9,509.95000000000005,540.8
2956,2021-10-14,Store B,38634,3297,4051.79,7399.66,1123.3500000000001,1138.3500000000001,970.5
2957,2022-06-03,Store D,27546,953,969.77,6052.81,420.0,450.90000000000003,2947.81
2958,2022-06-29,Store B,40382,3032,3992.02,6052.28,1145.95,504.80000000000007,786.4499999999999
2959,2022-07-15,Store B,38197,2728,3211.2,5820.45,1606.0300000000002,474.95,605.7
2960,2019-12-08,Store A,305191,8287,3806.18,14940.96,3224.5600000000004,1622.1800000000003,1809.2000000000003
2961,2020-10-18,Store D,66803,2469,1607.44,420.0,771.8899999999999,420.0,420.0
2962,2022-09-08,Store B,30475,2138,2241.17,4164.96,1001.45,473.9,577.75
2963,2022-01-14,Store B,37006,3446,4003.4000000000005,5740.22,707.73,835.6399999999999,1000.39
2964,2021-01-31,Store D,23184,1493,1412.62,678.54,420.0,1527.9,3290.95
2965,2021-06-04,Store C,44001,1239,1230.74,1985.8400000000001,761.55,650.9000000000001,443.95000000000005
2966,2021-07-01,Store D,42573,1947,1859.0699999999997,3275.9299999999994,489.90000000000003,827.69,2154.05
2967,2021-07-15,Store D,47927,1773,1649.72,2967.66,762.99,715.19,3252.23
2968,2020-08-21,Store B,115344,7251,5192.57,7571.040000000001,956.47,671.8000000000001,1369.21
2969,2022-06-16,Store D,19378,1027,1189.1599999999999,3017.24,494.90999999999997,464.96000000000004,6689.07
2970,2019-10-11,Store A,321559,7925,3768.59,16969.65,13806.02,1136.1499999999999,3235.37
2971,2019-10-16,Store C,70394,1442,1154.6399999999999,2966.8899999999994,1650.47,420.0,420.0
2972,2019-10-20,Store A,349526,8974,3820.7,11694.400000000001,2516.65,2414.3,2212.63
2973,2019-11-02,Store A,287169,7828,3375.65,13015.67,10818.809999999998,711.6899999999999,1898.27
2974,2019-11-03,Store D,109629,2154,1404.7800000000002,420.0,959.95,420.0,420.0
2975,2019-11-08,Store B,92448,3938,3113.36,4816.63,977.05,638.75,1300.0
2976,2019-03-23,Store C,162305,1732,1119.58,2455.75,672.27,900.8,620.85
2977,2020-02-20,Store A,419236,9551,4016.88,21511.44,9472.92,758.53,4585.32
2978,2020-02-16,Store C,115518,1545,1016.22,1978.37,475.94,428.95000000000005,899.8399999999999
2979,2019-05-22,Store B,92827,5543,3867.4,6506.49,1219.95,974.3,1273.24
2980,2019-06-02,Store C,56621,1362,971.2,2293.04,693.54,420.0,485.90000000000003
2981,2019-07-22,Store D,197785,3022,1879.4,420.0,420.0,420.0,420.0
2982,2019-07-28,Store A,396219,10172,4025.92,25134.2,5363.93,1302.5900000000001,1900.23
2983,2020-06-30,Store C,169522,2629,1684.91,4983.25,2300.55,420.0,594.89
2984,2019-09-28,Store D,164967,2590,1358.76,479.95,420.0,420.0,420.0
2985,2019-09-30,Store A,357686,9642,4384.9400000000005,19128.33,5544.11,1477.4700000000003,4203.7
2986,2022-02-25,Store A,242626,6487,3527.25,31225.42,7854.73,499.90000000000003,1343.3400000000001
2987,2022-04-22,Store C,54141,1042,1196.3300000000002,1975.83,594.9499999999999,1288.85,1963.85
2988,2022-05-01,Store D,32208,1394,1342.1399999999999,6900.31,439.95,460.49,1798.67
2989,2021-01-20,Store D,29032,1677,1518.4899999999998,3227.49,1263.6100000000001,537.9,4571.27
2990,2020-09-06,Store C,126014,1884,1366.68,3611.43,833.75,847.6999999999999,743.89
2991,2020-03-21,Store A,348312,7993,3403.07,14714.24,2485.48,1195.66,559.85
2992,2020-03-17,Store C,126516,1911,1324.2000000000003,2903.77,2879.67,420.0,574.9
2993,2020-04-28,Store C,401231,4008,2162.29,6798.53,1078.4299999999998,420.0,1847.45
2994,2019-06-13,Store A,356300,10195,4363.02,20173.21,9744.67,2657.1799999999994,3317.0699999999997
2995,2019-06-21,Store C,61529,1362,1101.6299999999999,3101.64,1329.18,538.85,677.6
2996,2019-03-16,Store D,120146,2367,1651.44,599.9,1283.95,420.0,420.0
2997,2021-07-30,Store A,212355,7661,4316.76,19523.61,3714.04,634.9,647.75
2998,2020-10-29,Store A,451688,9797,4597.4,25648.83,4957.33,1450.71,2432.71
2999,2019-08-20,Store B,95946,5333,3883.8099999999995,6749.04,1158.01,692.69,720.6999999999999
3000,2022-09-04,Store C,19343,504,784.9200000000001,1083.3500000000001,601.73,420.0,420.0
3001,2022-01-22,Store C,61643,1190,1159.65,2799.81,867.6099999999999,420.0,594.8000000000001
3002,2021-02-26,Store C,75890,1732,1569.08,7042.61,1929.99,420.0,1370.6
3003,2021-03-01,Store C,94849,2023,1691.42,7161.47,959.88,713.8,1067.75
3004,2021-04-04,Store A,312938,10339,4845.6,31006.16,854.1499999999999,3241.1000000000004,2686.8600000000006
3005,2019-08-09,Store C,77040,1423,1096.3300000000002,1674.85,1364.5,420.0,1266.34
3006,2020-10-10,Store B,67097,5118,4442.030000000001,8394.65,785.5899999999999,960.5,987.25
3007,2020-10-15,Store D,57640,2529,1624.0100000000002,420.0,1526.77,420.0,420.0
3008,2020-11-09,Store A,445640,11019,5233.27,22118.67,6993.65,1782.56,3469.92
3009,2019-12-22,Store C,58215,1049,823.45,1233.21,420.0,524.95,453.9
3010,2021-09-03,Store D,36628,1400,1354.35,2862.58,1173.6699999999998,771.1,4058.34
3011,2021-09-02,Store B,48073,3912,4592.85,7655.6,1412.03,889.61,875.03
3012,2021-10-02,Store A,174185,5819,3080.31,9306.45,1283.7799999999997,1286.7599999999998,1101.84
3013,2022-06-03,Store B,35653,3191,4103.16,5641.74,836.64,669.7,707.6999999999999
3014,2020-10-26,Store D,109375,2837,2024.24,420.0,4087.77,420.0,420.0
3015,2020-08-26,Store C,185560,2612,1909.4900000000002,8417.76,4131.47,1342.85,420.0
3016,2022-07-11,Store D,20959,1030,1059.94,3716.74,455.94,479.95,3370.79
3017,2022-06-14,Store B,43742,3390,4449.48,6657.09,1198.78,642.8,582.75
3018,2019-12-14,Store B,96095,4409,3288.54,3646.73,995.5,1125.29,1054.1200000000001
3019,2022-06-11,Store D,15778,892,1066.08,3584.1800000000003,420.0,420.0,3902.68
3020,2020-04-05,Store C,257644,2693,1488.65,3743.25,960.48,469.95,1191.3899999999999
3021,2020-10-02,Store A,414893,9703,4549.95,28321.89,3806.53,3150.55,1468.5300000000002
3022,2019-10-26,Store A,312913,8190,3640.1499999999996,17543.6,3155.0300000000007,930.68,1824.1599999999999
3023,2019-03-22,Store D,145228,2444,1672.6600000000003,420.0,604.85,420.0,454.95
3024,2019-04-17,Store D,169727,3054,1944.02,2123.9,420.0,563.85,420.0
3025,2019-02-04,Store A,443526,9364,3807.81,16474.670000000002,7387.35,1117.52,3603.3199999999997
3026,2021-03-22,Store A,385056,12420,5921.08,37566.14,14571.59,974.59,9496.32
3027,2021-03-16,Store D,40286,2625,2523.23,9087.56,17750.46,916.6499999999999,3606.94
3028,2019-07-23,Store A,434058,10646,4440.7,26393.68,2853.67,2243.4300000000003,1384.4900000000002
3029,2020-08-10,Store D,101119,3202,2195.83,420.0,760.8,420.0,925.8500000000001
3030,2019-09-03,Store D,279415,3126,1756.73,420.0,572.95,420.0,420.0
3031,2019-10-03,Store D,181088,3125,1794.67,461.95,537.9399999999999,420.0,420.0
3032,2020-09-04,Store C,128320,2089,1567.8600000000001,4993.57,1860.4,454.95,569.79
3033,2020-06-02,Store B,148007,8409,5562.889999999999,12477.46,1495.1,1077.3400000000001,1381.84
3034,2020-04-22,Store A,868772,18763,6224.38,27695.01,13307.81,1129.8400000000001,5995.04
3035,2020-04-29,Store C,417373,4350,2336.65,8582.119999999999,2207.81,503.9,569.9
3036,2019-04-28,Store D,124698,2721,1814.81,420.0,420.0,420.0,420.0
3037,2021-12-29,Store C,88105,1373,1404.95,2321.87,2373.09,420.0,1184.78
3038,2021-05-26,Store D,85056,2428,2076.2799999999997,3779.0,827.83,1841.34,2978.4000000000005
3039,2020-10-12,Store A,522634,11963,5412.99,21622.11,11026.3,1996.0899999999997,1942.61
3040,2020-06-21,Store A,685294,15711,5741.84,35044.88,6970.34,2222.27,4795.22
3041,2021-05-15,Store D,26016,1549,1384.8500000000001,2111.18,2133.93,689.44,1508.47
3042,2021-05-14,Store B,45100,4072,4141.88,8067.35,1328.15,680.75,924.5
3043,2021-02-28,Store B,65305,5737,6258.8,12568.43,559.15,1055.39,1214.31
3044,2021-03-26,Store C,88821,1700,1505.37,4249.3099999999995,1147.04,877.6800000000001,888.81
3045,2019-12-20,Store B,84228,3986,2830.92,4515.72,818.5500000000001,701.7,876.34
3046,2019-12-17,Store D,88748,2159,1488.22,739.9,469.95,420.0,420.0
3047,2022-05-21,Store A,215030,5484,2942.59,16827.63,2024.7800000000002,420.0,929.64
3048,2022-05-06,Store B,34795,2932,3929.3,5462.42,884.44,540.75,551.8
3049,2022-06-01,Store C,50160,1015,1337.02,2683.88,1405.5500000000002,420.0,821.99
3050,2022-06-23,Store C,47292,888,1078.88,1225.8200000000002,711.7,420.0,1030.8899999999999
3051,2022-08-04,Store B,42318,3042,3693.1100000000006,5359.62,1307.75,446.95,623.75
3052,2022-08-11,Store C,35150,682,967.3,1914.95,2416.75,719.95,459.95
3053,2022-08-15,Store A,252768,6476,3889.75,14126.849999999999,18788.84,10916.5,3719.63
3054,2022-06-23,Store B,39014,2928,3784.44,5825.32,1326.04,498.84999999999997,1026.3
3055,2019-03-11,Store D,159887,2611,1851.87,420.0,734.05,822.9300000000001,420.0
3056,2021-09-22,Store A,179403,7443,4235.45,17114.39,7967.65,1685.83,2152.71
3057,2021-11-14,Store B,42623,3898,4274.01,8914.69,574.85,1241.3,648.79
3058,2021-11-07,Store D,20365,1150,1320.0800000000002,1260.57,565.85,605.25,2502.13
3059,2019-10-18,Store D,160738,2649,1604.12,502.95000000000005,420.0,420.0,420.0
3060,2019-10-21,Store A,391658,9832,4680.72,15917.87,13992.22,3434.4799999999996,2501.25
3061,2019-10-21,Store B,92122,4925,3536.26,5003.75,1062.24,958.55,1474.7399999999998
3062,2021-07-05,Store A,245926,9128,4944.92,20942.54,5144.08,1639.86,1655.92
3063,2020-10-23,Store C,85078,1470,1243.12,3840.19,1760.18,420.0,524.95
3064,2022-02-17,Store D,22131,1257,1238.87,5457.039999999999,629.9,491.94000000000005,2982.26
3065,2022-07-21,Store D,26383,1048,1171.2,8088.65,489.95,644.86,5741.43
3066,2020-12-11,Store A,325454,10091,5177.439999999999,38903.69,8919.82,699.75,3243.21
3067,2019-12-09,Store B,106068,5195,3626.1099999999997,5363.67,969.49,753.65,848.26
3068,2021-09-26,Store A,195626,6754,3513.5199999999995,18844.93,2262.0,4105.84,2077.67
3069,2021-09-18,Store C,49071,1007,1071.56,1624.71,1423.3400000000001,420.0,493.84999999999997
3070,2021-09-19,Store A,219048,7366,3702.41,14103.85,5602.67,669.9799999999999,1301.8600000000001
3071,2019-03-30,Store A,300783,9205,3619.6799999999994,47895.2,3913.2299999999996,1941.31,3342.62
3072,2020-01-28,Store A,457741,8871,3917.6400000000003,15794.580000000002,7687.03,889.74,3284.93
3073,2020-01-28,Store B,161556,4893,3604.1899999999996,5976.43,1078.42,672.75,969.38
3074,2019-04-25,Store B,85270,5050,3287.37,7070.42,791.9,738.47,768.3100000000001
3075,2021-03-20,Store A,349226,11088,4924.46,47831.12,2151.4,574.84,1399.6799999999998
3076,2021-06-12,Store D,38762,1465,1458.58,2050.1,420.0,660.24,7372.219999999999
3077,2019-05-22,Store C,56450,1407,1114.1100000000001,1621.05,1733.2400000000002,632.3199999999999,2648.35
3078,2019-05-26,Store A,305170,8901,3607.45,15899.879999999997,1717.13,995.8299999999999,1235.35
3079,2019-07-25,Store A,392983,9791,4197.62,18543.71,5803.33,1328.6699999999998,3910.63
3080,2020-05-16,Store C,249919,3000,1597.08,4615.1,1492.83,639.8000000000001,534.95
3081,2019-10-05,Store D,109289,1961,1396.5100000000002,439.90000000000003,420.0,420.0,420.0
3082,2019-04-11,Store A,360438,9570,3964.21,24533.02,16647.75,1580.48,2313.52
3083,2022-04-04,Store B,40037,3787,4412.16,7258.379999999999,1194.34,702.6999999999999,710.6
3084,2022-04-04,Store C,54325,1297,1845.76,3385.22,1979.65,504.95000000000005,574.9
3085,2020-04-02,Store A,449186,8020,3354.88,15678.150000000001,2619.0999999999995,757.75,8344.41
3086,2019-05-07,Store C,61820,1331,1135.79,2657.23,1483.4899999999998,800.8,903.75
3087,2019-06-26,Store D,105521,2611,1764.53,430.95,420.0,420.0,420.0
3088,2021-12-19,Store A,164184,5194,3141.16,17643.66,820.75,849.8900000000001,953.55
3089,2021-08-21,Store B,46310,3941,4747.08,7908.42,861.5,1220.78,1172.3999999999999
3090,2020-04-10,Store D,354763,4572,2360.37,420.0,886.3599999999999,420.0,500.90000000000003
3091,2020-05-20,Store A,700379,17322,6652.92,36704.97,14693.48,2003.06,2422.4700000000003
3092,2020-10-06,Store B,74042,5889,4673.86,8372.45,1595.28,545.7,829.35
3093,2020-08-14,Store C,173423,2454,1711.0,3065.37,1381.39,428.95000000000005,719.85
3094,2022-09-10,Store D,11625,651,897.6600000000001,1011.21,459.96000000000004,1404.3200000000002,1426.97
3095,2022-01-04,Store B,45281,4341,4781.65,9573.63,964.3,883.5899999999999,880.65
3096,2020-07-12,Store C,113245,1859,1249.29,3054.9699999999993,981.6499999999999,478.64,420.0
3097,2020-10-10,Store C,74533,1335,1098.24,1792.58,579.9,639.85,897.79
3098,2019-12-03,Store C,72259,1608,1118.88,3145.49,651.6899999999999,420.0,770.75
3099,2019-03-05,Store D,137518,2635,1764.1599999999999,645.9000000000001,484.89,547.6999999999999,420.0
3100,2021-08-29,Store C,48457,974,991.5,3440.67,655.73,420.0,709.9
3101,2021-11-04,Store C,65605,1078,1128.94,3531.29,1066.3500000000001,629.9499999999999,420.0
3102,2021-10-09,Store A,208485,6102,3263.86,12554.18,2073.45,691.87,3072.71
3103,2021-10-18,Store D,21701,1287,1424.76,4853.76,1185.75,999.64,3520.41
3104,2021-11-08,Store C,86446,1130,1134.85,3833.68,954.55,420.0,534.95
3105,2021-11-19,Store B,41308,3570,3741.9,6485.35,857.5,765.5500000000001,610.85
3106,2021-05-08,Store B,52875,4766,6568.21,9553.85,1236.19,1050.54,1060.25
3107,2020-11-06,Store D,27640,1393,1223.3,439.95,514.9,420.0,420.0
3108,2020-12-12,Store C,67256,1465,1254.69,3108.64,714.85,420.0,841.6899999999999
3109,2020-12-24,Store A,242441,8121,3838.3199999999997,26628.33,2312.14,1184.78,1533.17
3110,2022-06-22,Store C,46733,1027,1149.38,1155.44,969.6000000000001,420.0,459.95
3111,2022-02-10,Store C,69301,1374,1437.1799999999998,3387.23,4628.65,521.7,1722.79
3112,2022-08-10,Store B,63563,3119,4328.65,6383.57,1559.73,420.0,870.1999999999999
3113,2021-04-27,Store C,109879,1728,1641.08,3367.89,1516.35,715.8,863.7
3114,2019-10-15,Store A,383695,9335,4227.76,22191.300000000003,2732.6,1457.79,5863.91
3115,2019-11-03,Store A,340935,9020,3780.9000000000005,16873.12,4035.46,512.6999999999999,2042.3
3116,2022-01-26,Store D,21569,1244,1116.02,3154.8,2137.62,1097.23,2521.94
3117,2022-05-01,Store A,266639,6979,3704.04,15063.65,643.7299999999999,2159.83,1313.86
3118,2021-01-11,Store B,75945,6243,6161.41,10566.309999999998,1033.13,1277.24,865.45
3119,2021-04-04,Store D,24202,1623,1487.56,1277.17,420.0,945.44,1141.6200000000001
3120,2020-05-02,Store B,293954,9737,6080.63,12684.93,1675.6999999999998,986.35,2556.86
3121,2020-11-01,Store B,75986,5471,5234.62,9184.46,1007.5,1358.5300000000002,1163.63
3122,2019-12-30,Store A,398283,9982,4224.95,21642.24,10713.629999999997,1002.79,1199.21
3123,2019-05-09,Store D,147700,2829,1914.65,420.0,420.0,420.0,420.0
3124,2019-05-03,Store D,154932,2729,1933.51,479.90000000000003,420.0,420.0,420.0
3125,2019-05-11,Store D,102980,2597,1807.31,444.95,494.95,420.0,482.9
3126,2019-06-27,Store D,134742,2618,1712.92,487.84999999999997,727.8499999999999,544.9,420.0
3127,2021-12-30,Store A,272817,7083,3879.63,37867.4,8281.470000000001,7220.74,2326.62
3128,2021-08-31,Store D,31523,1470,1459.03,3438.0,679.99,739.9200000000001,4965.29
3129,2019-04-06,Store B,106299,5333,3831.29,5633.73,1549.43,624.7,1705.7400000000002
3130,2019-01-01,Store D,160539,2237,1605.2199999999998,435.95,420.0,420.0,420.0
3131,2019-03-20,Store C,119440,1989,1332.97,1827.08,2422.31,1442.75,3008.28
3132,2021-04-21,Store B,59309,5434,5611.93,9154.01,1200.09,1056.37,1441.3999999999999
3133,2021-04-28,Store B,56380,5168,5403.23,8477.560000000001,1147.29,1353.1999999999998,670.6999999999999
3134,2021-06-24,Store D,37442,1786,1662.41,8379.07,420.0,689.52,7666.68
3135,2020-12-11,Store D,22519,1511,1352.93,639.94,513.9499999999999,420.0,420.0
3136,2020-02-14,Store D,118444,2404,1754.6800000000003,420.0,511.94000000000005,420.0,420.0
3137,2021-07-01,Store C,65289,1188,1096.14,2202.62,858.6,923.81,420.0
3138,2021-07-12,Store C,170298,1576,1548.48,3236.58,947.7,420.0,1418.8
3139,2019-12-12,Store B,92373,4192,3240.12,5012.52,1878.2999999999997,594.8000000000001,1620.92
3140,2020-05-19,Store B,183255,9512,6283.13,12871.88,2021.68,506.9,998.17
3141,2020-09-22,Store B,80774,5926,4817.09,8262.55,981.39,1254.3,952.35
3142,2019-07-13,Store D,178549,3606,1788.4899999999998,420.0,745.95,654.9000000000001,420.0
3143,2019-07-18,Store C,80522,1537,1195.23,1102.35,1519.44,654.9000000000001,2519.49
3144,2019-07-24,Store A,392897,9858,4088.38,22322.18,10983.53,1318.45,2117.57
3145,2021-08-18,Store C,67468,1280,1223.72,2848.1,2124.95,737.95,762.8
3146,2020-04-10,Store A,635143,12692,4914.13,30355.63,5113.06,464.99,5733.89
3147,2019-09-14,Store B,73977,4299,3136.26,4509.7699999999995,858.39,669.74,1077.99
3148,2022-01-10,Store C,71151,1556,1487.01,3934.8,1234.5,544.95,751.8000000000001
3149,2022-02-04,Store B,38526,3277,3768.2200000000003,6722.03,883.5,1102.39,853.6
3150,2021-10-21,Store B,39611,3311,4090.98,7139.4,1325.1,758.65,936.35
3151,2021-10-07,Store D,19919,1217,1422.15,5029.95,444.95,595.85,3982.6400000000003
3152,2021-10-18,Store A,291904,8550,4866.53,21946.42,6073.48,1130.57,937.78
3153,2021-11-01,Store D,19021,1186,1341.8700000000001,2791.36,867.6999999999999,564.9,5897.06
3154,2021-11-18,Store D,21390,1163,1382.77,1935.58,420.0,474.95,7001.01
3155,2020-01-18,Store B,107816,4792,3487.97,6006.73,1142.61,1089.04,928.3500000000001
3156,2022-07-06,Store A,226382,5848,3334.3,22289.36,4033.68,1179.9299999999998,1405.13
3157,2022-07-26,Store A,268108,6062,3481.25,18314.13,3552.4400000000005,420.0,2711.79
3158,2022-08-26,Store D,35127,1059,1372.45,2359.96,420.0,1984.9,3960.3499999999995
3159,2020-05-21,Store B,186014,8874,5820.550000000001,13280.380000000001,1322.1699999999998,795.53,1488.99
3160,2020-07-05,Store A,652708,15013,5793.959999999999,45273.490000000005,4025.9299999999994,2209.6800000000003,1332.7199999999998
3161,2019-03-25,Store A,352976,9940,4223.96,19524.23,12043.870000000003,1566.84,1676.81
3162,2020-02-26,Store C,101886,1893,1433.7200000000003,3234.35,1807.67,420.0,1859.85
3163,2020-01-26,Store B,152109,4941,3413.34,5588.73,628.79,934.4,742.49
3164,2019-02-01,Store D,173816,2653,1557.4299999999998,584.8000000000001,420.0,420.0,504.95000000000005
3165,2019-04-21,Store D,109365,2374,1561.4699999999998,459.0,420.0,420.0,429.95
3166,2020-03-13,Store D,124343,2349,1682.88,484.95,434.95,420.0,420.0
3167,2021-01-17,Store A,534103,13100,5110.29,24380.88,2254.5,1355.6200000000001,1880.44
3168,2021-01-21,Store B,68537,5666,5265.860000000001,9484.31,943.4299999999998,1051.45,855.3499999999999
3169,2020-05-14,Store B,208290,8907,6069.37,10319.3,1883.62,970.54,1384.05
3170,2020-05-11,Store A,810170,17788,6660.299999999999,24255.65,13133.18,1643.28,1832.13
3171,2020-06-29,Store B,171311,9120,6883.469999999999,12244.670000000002,1963.98,697.73,774.5
3172,2020-06-30,Store D,162012,3785,2361.23,443.9,482.37,420.0,420.0
3173,2020-09-16,Store D,53879,2020,1523.17,420.0,4314.969999999999,420.0,420.0
3174,2019-08-29,Store A,423551,9846,4354.41,22941.93,5362.28,2134.5499999999997,1312.44
3175,2022-03-26,Store C,39321,726,854.3000000000001,1624.99,570.3199999999999,420.0,1339.9
3176,2021-02-17,Store D,21422,1628,1467.45,1704.2599999999998,3382.8499999999995,420.0,5534.92
3177,2021-03-03,Store B,62660,5376,5437.81,9673.09,1324.18,1117.35,1032.35
3178,2021-03-24,Store D,36645,2218,2238.2999999999997,8957.91,6838.16,1634.89,6580.92
3179,2020-09-15,Store C,165814,2319,1871.15,8257.77,1774.46,444.95,633.85
3180,2020-07-13,Store C,141292,2499,1756.3,5651.11,1569.33,648.7,501.34000000000003
3181,2020-10-15,Store A,429985,9860,4469.18,17622.43,10790.14,2029.23,7611.51
3182,2019-02-22,Store C,90918,1709,1165.9299999999998,2803.68,1314.65,653.75,688.7
3183,2019-06-11,Store C,57142,1583,1288.41,1627.1399999999999,2161.7000000000003,420.0,920.8
3184,2019-06-30,Store A,403729,10749,4250.389999999999,16774.14,3348.87,2478.4,6044.700000000001
3185,2021-12-07,Store B,40563,3342,4410.75,7166.98,1289.1499999999999,702.75,531.9
3186,2021-08-20,Store A,249608,7443,4222.87,11514.61,2334.42,684.3399999999999,1084.4
3187,2020-01-31,Store A,420552,8501,3640.65,12472.06,17090.76,789.1800000000001,9652.5
3188,2020-04-10,Store B,291019,8400,5989.210000000001,11989.940000000002,1446.94,691.6800000000001,1445.54
3189,2020-09-28,Store D,39212,2006,1660.54,420.0,640.8500000000001,420.0,471.96
